filepaths,labels
flowers\dandelion\5607669502_ccd2a76668_n.jpg.npy,dandelion
flowers\sunflower\821368661_4ab4343f5a.jpg.npy,sunflower
flowers\dandelion\8088653379_8cb5629a82_c.jpg.npy,dandelion
flowers\rose\685724528_6cd5cbe203.jpg.npy,rose
flowers\sunflower\3771350463_a3e96281fa_c.jpg.npy,sunflower
flowers\sunflower\29322448790_e45763d4a9_c.jpg.npy,sunflower
flowers\dandelion\4082856478_741a411ebb.jpg.npy,dandelion
flowers\tulip\fa59dbea00.jpg.npy,tulip
flowers\sunflower\1715303025_e7065327e2.jpg.npy,sunflower
flowers\dandelion\54.jpg.npy,dandelion
flowers\sunflower\images5.jpg.npy,sunflower
flowers\sunflower\26663989822_1cdbc36be9_c.jpg.npy,sunflower
flowers\dandelion\3688128868_031e7b53e1_n.jpg.npy,dandelion
flowers\rose\11053873483_2a9eb41c0d_c.jpg.npy,rose
flowers\rose\5602220566_5cdde8fa6c_n.jpg.npy,rose
flowers\rose\fresh-yellow-roses-green-sunny-garden-83639484.jpg.npy,rose
flowers\rose\9574751794_93bf8fa1e8_c.jpg.npy,rose
flowers\dandelion\6ffdd97ee6fc56f540cf62b005be4481.jpg.npy,dandelion
flowers\dandelion\e1eba2e477.jpg.npy,dandelion
flowers\sunflower\3991310484_ac8bb8f97d_c.jpg.npy,sunflower
flowers\daisy\65.jpg.npy,daisy
flowers\rose\a_red_roses_picture_166766.jpg.npy,rose
flowers\rose\30661773866_0d853061cb_c.jpg.npy,rose
flowers\sunflower\3878076106_f24bcd573c_c.jpg.npy,sunflower
flowers\sunflower\9700099581_e7f98643ac_c.jpg.npy,sunflower
flowers\dandelion\4514343281_26781484df.jpg.npy,dandelion
flowers\sunflower\1484598527_579a272f53.jpg.npy,sunflower
flowers\tulip\22147615098_490ed6b74f_c.jpg.npy,tulip
flowers\sunflower\image_05448.jpg.npy,sunflower
flowers\dandelion\14085038920_2ee4ce8a8d.jpg.npy,dandelion
flowers\daisy\34326606950_41ff8997d7_n.jpg.npy,daisy
flowers\rose\3697780051_83e50a6dd1_m.jpg.npy,rose
flowers\sunflower\5929156900_d80b8c2e00_c.jpg.npy,sunflower
flowers\rose\19566556880_476c66c5ee_n.jpg.npy,rose
flowers\rose\3646183744_ba4ff869c7_c.jpg.npy,rose
flowers\dandelion\13290033_ebd7c7abba_n.jpg.npy,dandelion
flowers\dandelion\15378782362_4161b23af7_m.jpg.npy,dandelion
flowers\rose\2888138918_402096c7fb.jpg.npy,rose
flowers\tulip\2186b3ca8a.jpg.npy,tulip
flowers\daisy\image_02203.jpg.npy,daisy
flowers\dandelion\380504211_cdfb0f8c0d_c.jpg.npy,dandelion
flowers\tulip\6934951920_d43ff8b78d.jpg.npy,tulip
flowers\sunflower\8452189255_671f2ac545_c.jpg.npy,sunflower
flowers\dandelion\7208401258_e8f06c353d_c.jpg.npy,dandelion
flowers\daisy\1031799732_e7f4008c03_jpg.rf.f951102b90a0f3631abc0fc57bb43f26.jpg.npy,daisy
flowers\tulip\33167bdbdc.jpg.npy,tulip
flowers\daisy\42.jpg.npy,daisy
flowers\dandelion\18342918441_b1bb69a2fd_n.jpg.npy,dandelion
flowers\dandelion\2395009660_295c8ffd67_m.jpg.npy,dandelion
flowers\tulip\3500697223_103e30ecf1_c.jpg.npy,tulip
flowers\daisy\534547364_3f6b7279d2_n.jpg.npy,daisy
flowers\sunflower\99e54c1feb.jpg.npy,sunflower
flowers\daisy\33859244503_eeeca6a397_n_jpg.rf.e8d481f038d9e3cc96eefa5c5fafe8e6.jpg.npy,daisy
flowers\tulip\0f853218472d9ec203e90c8b74334ac2 (1).jpg.npy,tulip
flowers\dandelion\3473686969_a4220bfd32_c.jpg.npy,dandelion
flowers\rose\image_01180.jpg.npy,rose
flowers\rose\37537007156_c3891a9c27_c.jpg.npy,rose
flowers\rose\roses-23385707.jpg.npy,rose
flowers\daisy\2812442552_3eed5fb9f2_m.jpg.npy,daisy
flowers\daisy\image_02213.jpg.npy,daisy
flowers\dandelion\34654530326_6dcda41377_n.jpg.npy,dandelion
flowers\daisy\29380234244_c50a60374e_n_jpg.rf.d71b02a7272eda64b9cc9984328a1798.jpg.npy,daisy
flowers\dandelion\3823142577_dd5acd5ac6_c.jpg.npy,dandelion
flowers\tulip\17278427062_e780fd4dfc_c.jpg.npy,tulip
flowers\sunflower\14741813110_94964c39e2_n.jpg.npy,sunflower
flowers\rose\image_01217.jpg.npy,rose
flowers\dandelion\5940110425_26b3011bcf_c.jpg.npy,dandelion
flowers\tulip\25575097843_9568cd2a4f_c.jpg.npy,tulip
flowers\tulip\19695087459_dfb18ea181_n.jpg.npy,tulip
flowers\tulip\4353419275_79d3904074_n.jpg.npy,tulip
flowers\tulip\3373219158_0dd68224b9_c.jpg.npy,tulip
flowers\tulip\5718512462_b48988824a_n.jpg.npy,tulip
flowers\rose\7461897058_3c955efe2a_n.jpg.npy,rose
flowers\dandelion\8743844920_9a124c9b6e_c.jpg.npy,dandelion
flowers\rose\30639492295_d770b34935_c.jpg.npy,rose
flowers\sunflower\images28.jpg.npy,sunflower
flowers\daisy\image_02308.jpg.npy,daisy
flowers\tulip\17199496791_3caaf5e278_m.jpg.npy,tulip
flowers\rose\8782518372_1cbcec4de3_c.jpg.npy,rose
flowers\tulip\610017bb43.jpg.npy,tulip
flowers\daisy\13953307149_f8de6a768c_m_jpg.rf.bc41b5c506d6441fca6fc98e55c77569.jpg.npy,daisy
flowers\rose\18750077020_e8ba53d210_c.jpg.npy,rose
flowers\rose\ef90e6411f.jpg.npy,rose
flowers\sunflower\14498391400_6673cb1541_c.jpg.npy,sunflower
flowers\rose\2059172936_032ffc12aa.jpg.npy,rose
flowers\daisy\34520699571_f880744f46_n.jpg.npy,daisy
flowers\dandelion\6875533873_71cd330bdc_c.jpg.npy,dandelion
flowers\daisy\wild-daisy-9828133.jpg.npy,daisy
flowers\tulip\0999718182b5412a721f4ae20a654f38.jpg.npy,tulip
flowers\dandelion\5786476720_06956062f3_c.jpg.npy,dandelion
flowers\rose\pink-roses-white-background-14854658.jpg.npy,rose
flowers\rose\2682566502_967e7eaa2a.jpg.npy,rose
flowers\rose\99db9171ac.jpg.npy,rose
flowers\tulip\8660161405_0731570f34_c.jpg.npy,tulip
flowers\dandelion\3580437733_9ef51f2981_n.jpg.npy,dandelion
flowers\daisy\5795159787_ebb51a5e75_jpg.rf.b7d407b8d32a9cc062e80a3732792149.jpg.npy,daisy
flowers\tulip\5644203573_2b8cf4410b_c.jpg.npy,tulip
flowers\dandelion\12093962485_7c3e9a2a23_n.jpg.npy,dandelion
flowers\dandelion\34586667251_bfda649f33_n.jpg.npy,dandelion
flowers\daisy\10770585085_4742b9dac3_n.jpg.npy,daisy
flowers\daisy\colorful-pot-african-daisy-flower-29265611.jpg.npy,daisy
flowers\dandelion\abstract-dandelion-flower-background-closeup-soft-focus-white-green-103800255.jpg.npy,dandelion
flowers\sunflower\matthias-oberholzer-gM5msl7rP2k-unsplash-1.jpg.npy,sunflower
flowers\sunflower\8483289038.jpg.npy,sunflower
flowers\tulip\142235017_07816937c6.jpg.npy,tulip
flowers\sunflower\995e6bd771.jpg.npy,sunflower
flowers\daisy\5435513198_90ce39f1aa_n.jpg.npy,daisy
flowers\daisy\2213954589_c7da4b1486_jpg.rf.43c4ac9c14f40729b10c29d6c5c13502.jpg.npy,daisy
flowers\dandelion\970c19bb30.jpg.npy,dandelion
flowers\tulip\e975934747.jpg.npy,tulip
flowers\rose\5112117670_2f7a0d2d5d_c.jpg.npy,rose
flowers\dandelion\8903655_15b3998b02_c.jpg.npy,dandelion
flowers\sunflower\19595718862_c68896370c_m.jpg.npy,sunflower
flowers\rose\6309548569_932fee8313_m.jpg.npy,rose
flowers\daisy\fresh-spring-daisy-flower-rustic-wood-vintage-concept-place-text-valentine-s-day-mother-s-day-etc-65236029.jpg.npy,daisy
flowers\rose\3909587261_f8cd3e7fe7.jpg.npy,rose
flowers\sunflower\4831577091_f56157a5d5_n.jpg.npy,sunflower
flowers\sunflower\6134155955_0babf44418_c.jpg.npy,sunflower
flowers\rose\3596780337_52953d8dd2_c.jpg.npy,rose
flowers\sunflower\3683873444_be4a609c46.jpg.npy,sunflower
flowers\dandelion\f708ee281c.jpg.npy,dandelion
flowers\dandelion\4496277750_8c34256e28_c.jpg.npy,dandelion
flowers\rose\2122401867_cd86c5f114_n.jpg.npy,rose
flowers\rose\676547376_fba1fcfc8c_c.jpg.npy,rose
flowers\dandelion\142390525_5d81a3659d_m.jpg.npy,dandelion
flowers\daisy\34611565966_9de274f987_n.jpg.npy,daisy
flowers\dandelion\8980266062_8387f6cc89.jpg.npy,dandelion
flowers\daisy\33802431204_7c58f4e21b_n.jpg.npy,daisy
flowers\rose\4656716730_dd22cf60d4_c.jpg.npy,rose
flowers\tulip\3d9fbc6d05.jpg.npy,tulip
flowers\daisy\695778683_890c46ebac.jpg.npy,daisy
flowers\sunflower\4398771472_44f2a0c162_n.jpg.npy,sunflower
flowers\sunflower\9592854484_ba9494a015_c.jpg.npy,sunflower
flowers\sunflower\sunflower-2725728.jpg.npy,sunflower
flowers\daisy\19813618946_93818db7aa_m.jpg.npy,daisy
flowers\sunflower\14646283472_50a3ae1395.jpg.npy,sunflower
flowers\sunflower\b8f2ddf60a.jpg.npy,sunflower
flowers\daisy\5110109540_beed4ed162_m.jpg.npy,daisy
flowers\tulip\19722589898_233a0235af_n.jpg.npy,tulip
flowers\sunflower\10386503264_e05387e1f7_m.jpg.npy,sunflower
flowers\sunflower\4847062576_bae870479c_n.jpg.npy,sunflower
flowers\tulip\4521496161_2b41d4182e.jpg.npy,tulip
flowers\rose\8642943283_47e44d049d_m.jpg.npy,rose
flowers\sunflower\21b7452f86.jpg.npy,sunflower
flowers\tulip\27345888124_1fbf5ef2a7_c.jpg.npy,tulip
flowers\daisy\daisy-flowers-bloom-11512405.jpg.npy,daisy
flowers\rose\10503217854_e66a804309.jpg.npy,rose
flowers\dandelion\14106636050_f2740be8d9_c.jpg.npy,dandelion
flowers\rose\two-beautiful-pink-roses-10066499.jpg.npy,rose
flowers\sunflower\6606753075_72ee32aa30_m.jpg.npy,sunflower
flowers\sunflower\4758878300_8ee300240e_c.jpg.npy,sunflower
flowers\tulip\5705231079_22b27df2de_c.jpg.npy,tulip
flowers\daisy\image_02306.jpg.npy,daisy
flowers\rose\8926641787_d2515dfe8f_m.jpg.npy,rose
flowers\rose\3052753519_d087aaeacb_n.jpg.npy,rose
flowers\sunflower\14741866338_bdc8bfc8d5_n.jpg.npy,sunflower
flowers\rose\5421405638_2ef350cfed_c.jpg.npy,rose
flowers\dandelion\dandelion-taraxacum-officinale-grass-70335662.jpg.npy,dandelion
flowers\dandelion\2598486434_bf349854f2_m.jpg.npy,dandelion
flowers\daisy\2498632196_e47a472d5a_jpg.rf.702b9e12ee2e9f0778cb530f5a5baa1d.jpg.npy,daisy
flowers\dandelion\8911176338_530f56b4f7_c.jpg.npy,dandelion
flowers\dandelion\image_06324.jpg.npy,dandelion
flowers\rose\293112d69d.jpg.npy,rose
flowers\rose\7461897646_3203dbe067_n.jpg.npy,rose
flowers\dandelion\7165651120_2279ebf6d1.jpg.npy,dandelion
flowers\rose\5336561772_61a0ca4b22_n.jpg.npy,rose
flowers\sunflower\step-sunflower-7499842.jpg.npy,sunflower
flowers\rose\7147367479_f7a6ef0798.jpg.npy,rose
flowers\tulip\331103989_4901ac69d5_c.jpg.npy,tulip
flowers\dandelion\6985099958_5249a4688b.jpg.npy,dandelion
flowers\sunflower\efa01ed411.jpg.npy,sunflower
flowers\sunflower\0debc5a6a2.jpg.npy,sunflower
flowers\tulip\6931708704_fccb06fea8.jpg.npy,tulip
flowers\sunflower\9537042285_70b16caf05_c.jpg.npy,sunflower
flowers\dandelion\23414449869_ee849a80d4.jpg.npy,dandelion
flowers\daisy\3900172983_9312fdf39c_n.jpg.npy,daisy
flowers\dandelion\f148bcb95f.jpg.npy,dandelion
flowers\sunflower\9560327458_486e53bc6f_c.jpg.npy,sunflower
flowers\rose\5249566718_6109630c83_m.jpg.npy,rose
flowers\sunflower\9497774249_7f5ae70927_m.jpg.npy,sunflower
flowers\dandelion\4653150051_3fec4f3aa2_c.jpg.npy,dandelion
flowers\tulip\6189273178_e1d8b4ce67_c.jpg.npy,tulip
flowers\daisy\c97c8727b7.jpg.npy,daisy
flowers\daisy\14354051035_1037b30421_n.jpg.npy,daisy
flowers\sunflower\6039117976_d959bc1c72_c.jpg.npy,sunflower
flowers\daisy\red-red-daisy-flowers-29225776.jpg.npy,daisy
flowers\rose\8197323143_5675aff764_c.jpg.npy,rose
flowers\dandelion\dandelion-dewdrops-16615687.jpg.npy,dandelion
flowers\sunflower\9080082915_ff6484fc68_c.jpg.npy,sunflower
flowers\tulip\5714392231_395f5c377d_c.jpg.npy,tulip
flowers\daisy\4694734757_5c563d38dd_n.jpg.npy,daisy
flowers\rose\15274443248_76b9f3eb24.jpg.npy,rose
flowers\sunflower\sunflower-14279401.jpg.npy,sunflower
flowers\daisy\image_02278.jpg.npy,daisy
flowers\rose\2536282942_b5ca27577e.jpg.npy,rose
flowers\daisy\374e65570d.jpg.npy,daisy
flowers\rose\34377814175_7c9fa17543_c.jpg.npy,rose
flowers\rose\14213382047_00b704fc55_c.jpg.npy,rose
flowers\dandelion\6012046444_fd80afb63a_n.jpg.npy,dandelion
flowers\tulip\48b13b85ff.jpg.npy,tulip
flowers\tulip\5691090657_2f1e9bf49e_n.jpg.npy,tulip
flowers\dandelion\d36f16c900.jpg.npy,dandelion
flowers\daisy\5883162120_dc7274af76_n.jpg.npy,daisy
flowers\sunflower\156-sunflowers-tall.jpg.npy,sunflower
flowers\daisy\8405273313_bef13f6c27_n_jpg.rf.d300310528fa1eb9cbdf3f3ee8389208.jpg.npy,daisy
flowers\tulip\8708215299_accb25fff9_c.jpg.npy,tulip
flowers\daisy\image_02304.jpg.npy,daisy
flowers\dandelion\f934f1ac81.jpg.npy,dandelion
flowers\tulip\17730239562_9aa0fc0738_n.jpg.npy,tulip
flowers\tulip\f54d4037c0.jpg.npy,tulip
flowers\tulip\7092461707_c8dc774ae5_c.jpg.npy,tulip
flowers\sunflower\2729149084_356616105d_c.jpg.npy,sunflower
flowers\daisy\4d4cf40f546080b82a47c2bf095b2880.jpg.npy,daisy
flowers\rose\pink-roses-17539481.jpg.npy,rose
flowers\daisy\5924910021_b6debeb7b5_n_jpg.rf.281ebd5e8f2dbe6a456587e345317a97.jpg.npy,daisy
flowers\dandelion\dandelion-696483.jpg.npy,dandelion
flowers\tulip\3998700133_5bbf1bf643_c.jpg.npy,tulip
flowers\rose\14414117598_cf70df30de.jpg.npy,rose
flowers\tulip\2785458179_9130812eef_m.jpg.npy,tulip
flowers\sunflower\4926500946_938c5e4659_c.jpg.npy,sunflower
flowers\dandelion\8613502159_d9ea67ba63.jpg.npy,dandelion
flowers\daisy\daisy-pink-554361.jpg.npy,daisy
flowers\rose\62e466554dc7d803ea300e5887fa8825.jpg.npy,rose
flowers\dandelion\476009713_a62e0f0b19_c.jpg.npy,dandelion
flowers\dandelion\86ac399475385a5f33451b57b6de4f80.jpg.npy,dandelion
flowers\sunflower\7.jpg.npy,sunflower
flowers\dandelion\7346239826_240bfae882_c.jpg.npy,dandelion
flowers\tulip\3512126918_a5fa9b0754_c.jpg.npy,tulip
flowers\tulip\20518113476_a43a105f27_n.jpg.npy,tulip
flowers\rose\18305207424_13b1d58195_c.jpg.npy,rose
flowers\rose\2945036879_14fd2cf70b_c.jpg.npy,rose
flowers\tulip\4575963749_2418ff8768.jpg.npy,tulip
flowers\daisy\12348343085_d4c396e5b5_m_jpg.rf.7f6b6def7b22d78309178a36fef95d24.jpg.npy,daisy
flowers\sunflower\15353811464_ac9c1edbf4_c.jpg.npy,sunflower
flowers\sunflower\78e0000503.jpg.npy,sunflower
flowers\tulip\afd25b6fb7.jpg.npy,tulip
flowers\tulip\2427626706_ffdf697f84_n.jpg.npy,tulip
flowers\tulip\yellow-tulips-13119699.jpg.npy,tulip
flowers\sunflower\14906532473_8bb83051b3_c.jpg.npy,sunflower
flowers\daisy\5110105726_53eb7a93be_m_jpg.rf.ed8a976a6b06418888d564d55ff7a181.jpg.npy,daisy
flowers\dandelion\49479fab6000375028e5b4229a260c7e.jpg.npy,dandelion
flowers\sunflower\4821232343_7e0bcfbfdf_n.jpg.npy,sunflower
flowers\dandelion\2443192475_c64c66d9c2.jpg.npy,dandelion
flowers\sunflower\43249031941_094a3eb394_c.jpg.npy,sunflower
flowers\dandelion\9188647508_3b56e62f69.jpg.npy,dandelion
flowers\tulip\4519691254_a05f3611aa_c.jpg.npy,tulip
flowers\daisy\7924174040_444d5bbb8a_jpg.rf.99244ca8b79ed126690d399cee76659a.jpg.npy,daisy
flowers\dandelion\8121610071_85396e9b4d_c.jpg.npy,dandelion
flowers\sunflower\6180158114_5d0b81355a_c.jpg.npy,sunflower
flowers\sunflower\bbf2ac2336.jpg.npy,sunflower
flowers\tulip\5595177656_92f55bdb43_c.jpg.npy,tulip
flowers\tulip\2409756318_29be966b2f_c.jpg.npy,tulip
flowers\daisy\white-daisy-against-black-background-closeup-55733277.jpg.npy,daisy
flowers\tulip\8689672277_b289909f97_n.jpg.npy,tulip
flowers\dandelion\8194560480_bfc1fb5801.jpg.npy,dandelion
flowers\tulip\478765271_6a8ca1cfa1_m.jpg.npy,tulip
flowers\tulip\5635348214_a4e2b19ffe.jpg.npy,tulip
flowers\dandelion\8701999625_8d83138124.jpg.npy,dandelion
flowers\sunflower\14121915990_4b76718077_m.jpg.npy,sunflower
flowers\tulip\2361075034_cf730b8682.jpg.npy,tulip
flowers\tulip\7048185957_8148538335_c.jpg.npy,tulip
flowers\dandelion\34334194690_0dfe3d8701_n.jpg.npy,dandelion
flowers\rose\6a86236f17.jpg.npy,rose
flowers\tulip\8647361190_e647699a42_c.jpg.npy,tulip
flowers\sunflower\4414080766_5116e8084e.jpg.npy,sunflower
flowers\rose\4713533500_fcc295de70_n.jpg.npy,rose
flowers\daisy\4613992315_143ccc2a10_m_jpg.rf.a229ddd30b14f4f39ef62478eb09d5fe.jpg.npy,daisy
flowers\tulip\13530786873_0d34880300_n.jpg.npy,tulip
flowers\tulip\94192080_bfbf9f128c_c.jpg.npy,tulip
flowers\dandelion\6060576850_984176cf4f_n.jpg.npy,dandelion
flowers\tulip\5813495998_64be1b8ab6_n.jpg.npy,tulip
flowers\daisy\100080576_f52e8ee070_n.jpg.npy,daisy
flowers\daisy\white-daisy-15629060.jpg.npy,daisy
flowers\rose\27659270112_53fcb13434_c.jpg.npy,rose
flowers\sunflower\7936570388_3909059798_c.jpg.npy,sunflower
flowers\daisy\13901930939_a7733c03f0_n.jpg.npy,daisy
flowers\dandelion\3533167406_e9f4cf10bb_m.jpg.npy,dandelion
flowers\rose\roses_flowers_plant_216000.jpg.npy,rose
flowers\dandelion\1273326361_b90ea56d0d_m.jpg.npy,dandelion
flowers\tulip\16309287412_5cc4d58bd1_n.jpg.npy,tulip
flowers\dandelion\8742727067_805f54b409_c.jpg.npy,dandelion
flowers\tulip\90d4ae9134.jpg.npy,tulip
flowers\rose\22385375599_1faf334f5d_n.jpg.npy,rose
flowers\tulip\480228053_513791d474.jpg.npy,tulip
flowers\tulip\18270448366_d5676dec64_z.jpg.npy,tulip
flowers\rose\2c1421ce57.jpg.npy,rose
flowers\rose\5335945309_852d018a27_n.jpg.npy,rose
flowers\tulip\6982913043_3b873c6a25.jpg.npy,tulip
flowers\dandelion\16557080294_6613bd8d54_c.jpg.npy,dandelion
flowers\dandelion\15139657325_74031c44fc.jpg.npy,dandelion
flowers\daisy\pink-daisy-isolated-10541581.jpg.npy,daisy
flowers\dandelion\34578947551_863af3acb3_n.jpg.npy,dandelion
flowers\tulip\6b4abeb00bb1364dfd94f0c264edcf0c.jpg.npy,tulip
flowers\daisy\59d95ef460.jpg.npy,daisy
flowers\sunflower\4806267220_0aede537a7_c.jpg.npy,sunflower
flowers\dandelion\575c2a2b6b.jpg.npy,dandelion
flowers\rose\15537916211_a7db7d246f_c.jpg.npy,rose
flowers\sunflower\44056701354_bfeff8593a_c.jpg.npy,sunflower
flowers\sunflower\28807203730_276e5d40f8_c.jpg.npy,sunflower
flowers\tulip\13176576813_50e77cc1d9.jpg.npy,tulip
flowers\tulip\12764617214_12211c6a0c_m.jpg.npy,tulip
flowers\sunflower\images17.jpg.npy,sunflower
flowers\daisy\530738000_4df7e4786b_jpg.rf.e2789ead77e1b1fd326315fb4879575b.jpg.npy,daisy
flowers\sunflower\30589756458_c14e1de82e_c.jpg.npy,sunflower
flowers\sunflower\4927658421_7eed83bc95_m.jpg.npy,sunflower
flowers\tulip\26bd2f142c.jpg.npy,tulip
flowers\rose\29301940921_c01ca9c4e3_c.jpg.npy,rose
flowers\rose\pink-roses-14004417.jpg.npy,rose
flowers\tulip\0602a33873e44dfabd096fc496e9c25e.jpg.npy,tulip
flowers\daisy\be803536810d26587c583a6c14937d6e.jpg.npy,daisy
flowers\tulip\2336919121_851ebc4754.jpg.npy,tulip
flowers\daisy\7749368884_1fc58c67ff_n_jpg.rf.3bad7243da28db40f4d6ef8b621869c8.jpg.npy,daisy
flowers\daisy\daisy-background-16625290.jpg.npy,daisy
flowers\daisy\16056178001_bebc2153fe_n_jpg.rf.ad01dc11c8ac10db3c1a2a23c1ed3c37.jpg.npy,daisy
flowers\daisy\34261196280_aa99186136_n_jpg.rf.44bf0d3b8b9c1c12796a35144dcb80f3.jpg.npy,daisy
flowers\rose\21522100663_455b77a90c_n.jpg.npy,rose
flowers\sunflower\6184985664_daa2c726df_c.jpg.npy,sunflower
flowers\tulip\17309951996_552d632cbb_n.jpg.npy,tulip
flowers\daisy\6596277835_9f86da54bb_jpg.rf.408978b70c3f2e74798c98a10fd0fa0d.jpg.npy,daisy
flowers\tulip\6a9d09e9de83e2fb95083c3b0d9d6e2e.jpg.npy,tulip
flowers\rose\a92622cb79.jpg.npy,rose
flowers\tulip\0b7a242b42967aaf439971dc6420b3fd.jpg.npy,tulip
flowers\sunflower\9372915013_2aae9798ea_c.jpg.npy,sunflower
flowers\tulip\8863c187ff.jpg.npy,tulip
flowers\dandelion\21523597492_39b6765cd7_m.jpg.npy,dandelion
flowers\rose\4606992239_2e827d1fbc_c.jpg.npy,rose
flowers\sunflower\4777992770_ef514a440e_c.jpg.npy,sunflower
flowers\dandelion\8651614609_d9a3ac9c86_c.jpg.npy,dandelion
flowers\tulip\7448453762_aea8739f1b.jpg.npy,tulip
flowers\tulip\14026857634_500d7b41d6_m.jpg.npy,tulip
flowers\sunflower\4984926942_216ae4a19b_c.jpg.npy,sunflower
flowers\sunflower\12118262-16x9-940x529.jpg.npy,sunflower
flowers\sunflower\6769766203_ab1816eb5e_c.jpg.npy,sunflower
flowers\tulip\3529889389_ab4cb6c43b.jpg.npy,tulip
flowers\dandelion\1353279846_7e6b87606d.jpg.npy,dandelion
flowers\dandelion\41187598785_903300704b_c.jpg.npy,dandelion
flowers\rose\5767934833_009d72facb_c.jpg.npy,rose
flowers\sunflower\5522cb2aa0.jpg.npy,sunflower
flowers\tulip\98310385_9d882eff74_c.jpg.npy,tulip
flowers\sunflower\sunforest-mix-sunflower-types-1586794598.jpg.npy,sunflower
flowers\rose\14218830472_3834726b63_c.jpg.npy,rose
flowers\sunflower\Big-Beauty-Sunflower-LM.jpg.npy,sunflower
flowers\tulip\2726796001_8e1e7430e8_c.jpg.npy,tulip
flowers\sunflower\3779833278_de4aebebcb_c.jpg.npy,sunflower
flowers\sunflower\418056361_1dfac1c151_n.jpg.npy,sunflower
flowers\rose\image_01255.jpg.npy,rose
flowers\rose\29933035015_ab248a48d9_c.jpg.npy,rose
flowers\tulip\13913803336_95dd370bb6_c.jpg.npy,tulip
flowers\dandelion\4661335730_bac29bb672_c.jpg.npy,dandelion
flowers\dandelion\3509307596_6cfe97867d_n.jpg.npy,dandelion
flowers\rose\ee0457922d.jpg.npy,rose
flowers\daisy\daisy-sun-4774655.jpg.npy,daisy
flowers\tulip\6068502492_882af46aca_c.jpg.npy,tulip
flowers\dandelion\14170798364_f31024e0aa_c.jpg.npy,dandelion
flowers\daisy\28056118836_77a6847d94_n.jpg.npy,daisy
flowers\daisy\6884975451_c74f445d69_m.jpg.npy,daisy
flowers\rose\image_01200.jpg.npy,rose
flowers\dandelion\3533885513_467ccc6173_c.jpg.npy,dandelion
flowers\dandelion\2449852402_45d12b9875_n.jpg.npy,dandelion
flowers\tulip\2344751399_71620039f2_n.jpg.npy,tulip
flowers\rose\image_01152.jpg.npy,rose
flowers\sunflower\da849a8c06.jpg.npy,sunflower
flowers\tulip\a18e86ba313419e146119a78447e7c9b.jpg.npy,tulip
flowers\daisy\15784493690_b1858cdb2b_n.jpg.npy,daisy
flowers\rose\rose_196015.jpg.npy,rose
flowers\daisy\4496202781_1d8e776ff5_n_jpg.rf.9ee34a0c590932621596e8f25e669923.jpg.npy,daisy
flowers\dandelion\404a5c1e78.jpg.npy,dandelion
flowers\tulip\3503921197_9842944f09_c.jpg.npy,tulip
flowers\daisy\red-gerber-daisy-2629718.jpg.npy,daisy
flowers\sunflower\Sunflower-2.jpg.npy,sunflower
flowers\daisy\image_06234.jpg.npy,daisy
flowers\tulip\5417115048_3b78d6c875_n.jpg.npy,tulip
flowers\rose\16269050018_75f23b087f_c.jpg.npy,rose
flowers\tulip\490541142_c37e2b4191_n.jpg.npy,tulip
flowers\tulip\8648707565_5f3b232f5d_c.jpg.npy,tulip
flowers\dandelion\4708723476_a1b476a373.jpg.npy,dandelion
flowers\sunflower\45d932c6cf.jpg.npy,sunflower
flowers\tulip\3518898301_557ba552bd_c.jpg.npy,tulip
flowers\rose\flowers-background-bouquet-beautiful-pink-roses-white-wooden-background-flowers-background-bouquet-beautiful-pink-roses-134781756.jpg.npy,rose
flowers\rose\4391090824_6a77ba5000_c.jpg.npy,rose
flowers\daisy\7edcdf0d2d.jpg.npy,daisy
flowers\rose\rose_rose_bloom_bloom_221155.jpg.npy,rose
flowers\dandelion\40428608440_64f0ee9f26_c.jpg.npy,dandelion
flowers\rose\5746812412_b32b1b9330_c.jpg.npy,rose
flowers\dandelion\f9e64f603e7049d9993326f2d2115d51.jpg.npy,dandelion
flowers\dandelion\2462379970_6bd5560f4c_m.jpg.npy,dandelion
flowers\tulip\3410179134_bfa6b5f592_c.jpg.npy,tulip
flowers\rose\images12.jpg.npy,rose
flowers\tulip\2933708308_8cf4cc930b_c.jpg.npy,tulip
flowers\rose\25164776416_00acce3e1d_c.jpg.npy,rose
flowers\tulip\13903946578_187f904c9a_n.jpg.npy,tulip
flowers\dandelion\18111636378_856027a7b8_n.jpg.npy,dandelion
flowers\sunflower\8292914969_4a76608250_m.jpg.npy,sunflower
flowers\sunflower\1091622274_f53ae12f62_c.jpg.npy,sunflower
flowers\daisy\33863293993_3ed7515936_n.jpg.npy,daisy
flowers\rose\image_01234.jpg.npy,rose
flowers\rose\9219733749_1b6ef80855_c.jpg.npy,rose
flowers\sunflower\1b11370cb3.jpg.npy,sunflower
